INFO:root:7685:Starting Step 1
INFO:root:7748:Current state [[[[5], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [6]], [[3], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1], [1, 2, 3, 4, 5, 6, 7, 8, 9], [8], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9]], [[6], [1, 2, 3, 4, 5, 6, 7, 8, 9], [4], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [2], [1, 2, 3, 4, 5, 6, 7, 8, 9]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [8], [9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [5], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [5], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [3], [1, 2, 3, 4, 5, 6, 7, 8, 9]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [4], [9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [7], [1, 2, 3, 4, 5, 6, 7, 8, 9], [5]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [8], [1, 2, 3, 4, 5, 6, 7, 8, 9], [2], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [4]], [[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [7], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [3]]]]
INFO:root:7749:Doing checkSmall1
INFO:root:7749:Getting tiny MUSes, distance 1, for 705 puzlits, 1 repeats
INFO:root:7802:Chunked 705 in [45, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]
INFO:root:7929:XX found first (1, 7) is not 2 1
INFO:root:7930:XX found first (2, 4) is not 4 1
INFO:root:7930:XX found first (6, 7) is not 7 1
INFO:root:7930:XX found first (7, 4) is not 8 1
INFO:root:7930:XX found first (6, 3) is not 6 1
INFO:root:7930:XX found first (7, 5) is not 5 1
INFO:root:7930:XX found first (9, 8) is not 2 1
INFO:root:7930:XX found first (5, 4) is not 8 1
INFO:root:7930:XX found first (4, 1) is not 9 1
INFO:root:7930:XX found first (3, 5) is not 4 1
INFO:root:7930:XX found first (1, 9) is not 2 1
INFO:root:7930:XX found first (3, 6) is not 4 1
INFO:root:7930:XX found first (5, 4) is not 7 1
INFO:root:7930:XX found first (2, 8) is not 2 1
INFO:root:7930:XX found first (8, 6) is not 6 1
INFO:root:7930:XX found first (7, 4) is not 7 1
INFO:root:7930:XX found first (2, 7) is not 8 1
INFO:root:7930:XX found first (8, 7) is not 5 1
INFO:root:7930:XX found first (1, 8) is not 9 1
INFO:root:7930:XX found first (8, 6) is not 8 1
INFO:root:7930:XX found first (2, 4) is not 5 1
INFO:root:7930:XX found first (7, 8) is not 7 1
INFO:root:7930:XX found first (9, 9) is not 9 1
INFO:root:7930:XX found first (3, 4) is not 1 1
INFO:root:7931:XX found first (6, 6) is not 9 1
INFO:root:7931:XX found first (9, 6) is not 8 1
INFO:root:7931:XX found first (6, 6) is not 8 1
INFO:root:7931:XX found first (4, 9) is not 8 1
INFO:root:7931:XX found first (3, 4) is not 8 1
INFO:root:7931:XX found first (2, 9) is not 5 1
INFO:root:7931:XX found first (9, 5) is not 8 1
INFO:root:7931:XX found first (8, 2) is not 5 1
INFO:root:7931:XX found first (5, 1) is not 3 1
INFO:root:7931:XX found first (2, 7) is not 7 1
INFO:root:7931:XX found first (2, 5) is not 3 1
INFO:root:7931:XX found first (3, 3) is not 8 1
INFO:root:7931:XX found first (1, 7) is not 7 1
INFO:root:7931:XX found first (9, 3) is not 1 1
INFO:root:7931:XX found first (5, 4) is not 1 1
INFO:root:7931:XX found first (9, 6) is not 9 1
INFO:root:7931:XX found first (4, 4) is not 2 1
INFO:root:7931:XX found first (7, 4) is not 5 1
INFO:root:7931:XX found first (2, 8) is not 3 1
INFO:root:7931:XX found first (6, 1) is not 9 1
INFO:root:7931:XX found first (8, 8) is not 2 1
INFO:root:7931:XX found first (4, 4) is not 5 1
INFO:root:7932:XX found first (7, 4) is not 9 1
INFO:root:7932:XX found first (7, 9) is not 4 1
INFO:root:7932:XX found first (6, 8) is not 9 1
INFO:root:7932:XX found first (6, 1) is not 6 1
INFO:root:7932:XX found first (8, 4) is not 9 1
INFO:root:7932:XX found first (8, 4) is not 7 1
INFO:root:7932:XX found first (3, 5) is not 2 1
INFO:root:7932:XX found first (6, 9) is not 3 1
INFO:root:7932:XX found first (3, 9) is not 2 1
INFO:root:7932:XX found first (7, 6) is not 5 1
INFO:root:7932:XX found first (7, 9) is not 1 1
INFO:root:7932:XX found first (4, 9) is not 9 1
INFO:root:7932:XX found first (3, 1) is not 5 1
INFO:root:7932:XX found first (9, 8) is not 3 1
INFO:root:7932:XX found first (1, 7) is not 5 1
INFO:root:7932:XX found first (8, 6) is not 5 1
INFO:root:7932:XX found first (3, 2) is not 6 1
INFO:root:7932:XX found first (3, 7) is not 6 1
INFO:root:7932:XX found first (7, 9) is not 7 1
INFO:root:7932:XX found first (3, 2) is not 5 1
INFO:root:7932:XX found first (2, 1) is not 5 1
INFO:root:7932:XX found first (3, 7) is not 2 1
INFO:root:7932:XX found first (5, 8) is not 7 1
INFO:root:7932:XX found first (3, 6) is not 6 1
